txn_id,timestamp,txn_date,hour_of_day,user_id,merchant_id,merchant_category,effective_mcc,amount,amount_flag,status,utr,utr_flag,customer_fk_valid,merchant_fk_valid
TXN00006516,2026-02-10 00:49:06,2026-02-10,0,USR91259,MCH7857,Restaurant,5812,5830.22,VALID_AMOUNT,SUCCESS,UTR0966346226,RESCUED_UTR_SPACES_REMOVED,True,False
TXN00010973,2026-02-21 02:40:47,2026-02-21,2,USR18559,MCH6212,Grocery,5411,6172.97,VALID_AMOUNT,SUCCESS,UTR3538537575,VALID_UTR,True,False
TXN00016052,2026-03-28 13:32:50,2026-03-28,13,USR66251,MCH8075,Miscellaneous Retail,,13146.0,VALID_AMOUNT,SUCCESS,UTR0983607007,VALID_UTR,False,False
TXN00002267,2026-03-15 19:25:48,2026-03-15,19,USR96246,MCH3414,Hotel & Lodging,7011,14796.51,VALID_AMOUNT,SUCCESS,UTR2505889572,VALID_UTR,False,True
TXN00016878,2026-01-07 06:13:46,2026-01-07,6,USR39740,MCH4245,Transportation,4131,10821.05,VALID_AMOUNT,SUCCESS,UTR7170371356,VALID_UTR,True,True
TXN00010901,2026-01-18 21:54:29,2026-01-18,21,USR39130,MCH7681,Grocery,5411,12864.44,VALID_AMOUNT,SUCCESS,UTR4933469226,VALID_UTR,False,True
TXN00008810,2026-02-19 08:59:05,2026-02-19,8,USR46362,MCH1769,Transportation,4131,3082.0,VALID_AMOUNT,PENDING,UTR7788255197,VALID_UTR,True,True
TXN00016816,2026-02-19 18:09:47,2026-02-19,18,USR25874,MCH5212,Pharmacy,5912,314.57,VALID_AMOUNT,SUCCESS,UTR6895151293,VALID_UTR,False,False
TXN00000196,2026-02-22 03:13:53,2026-02-22,3,USR54128,MCH1130,Restaurant,5812,8736.75,VALID_AMOUNT,SUCCESS,UTR0362699061,VALID_UTR,True,True
TXN00015701,2026-02-28 23:16:58,2026-02-28,23,USR10325,MCH3948,Miscellaneous Retail,,,PARSE_ERROR,SUCCESS,UTR1578715611,VALID_UTR,False,False
TXN00018193,2026-03-20 05:13:23,2026-03-20,5,USR62573,MCH5387,Hotel & Lodging,7011,5642.8,VALID_AMOUNT,SUCCESS,UTR9115934723,VALID_UTR,False,True
TXN00000680,2026-01-01 03:56:27,2026-01-01,3,USR70000,MCH8135,Miscellaneous Retail,5999,21639.02,VALID_AMOUNT,SUCCESS,,MISSING_UTR,False,True
TXN00008118,2026-01-22 10:01:03,2026-01-22,10,USR66197,MCH8298,Miscellaneous Retail,,6062.16,VALID_AMOUNT,FAILED,UTR0089074624,VALID_UTR,False,False
TXN00016809,2026-03-25 04:57:25,2026-03-25,4,USR10649,MCH7962,Grocery,5411,18085.02,VALID_AMOUNT,SUCCESS,UTR9936251806,VALID_UTR,False,False
TXN00019697,2026-03-16 12:11:28,2026-03-16,12,USR41933,MCH1657,Transportation,4131,16165.25,VALID_AMOUNT,SUCCESS,UTR1231202919,VALID_UTR,False,True
TXN00009987,2026-03-23 07:46:57,2026-03-23,7,USR23315,MCH5611,Restaurant,5812,8126.72,VALID_AMOUNT,SUCCESS,UTR8182813921,VALID_UTR,False,True
TXN00012476,2026-01-18 16:34:32,2026-01-18,16,USR13580,MCH5723,Transportation,4131,8742.7,VALID_AMOUNT,SUCCESS,UTR6973982627,VALID_UTR,False,True
TXN00014360,2026-01-28 00:00:00,2026-01-28,0,USR87642,MCH6897,Grocery,5411,21081.55,VALID_AMOUNT,SUCCESS,UTR0044232859,VALID_UTR,False,False
TXN00016136,2026-02-21 19:17:54,2026-02-21,19,USR35068,MCH5538,Transportation,4131,11927.87,VALID_AMOUNT,SUCCESS,,MISSING_UTR,False,True
TXN00006945,2026-03-22 11:07:27,2026-03-22,11,USR65862,MCH6167,Grocery,5411,14162.0,VALID_AMOUNT,SUCCESS,UTR5792486921,VALID_UTR,False,True
TXN00014770,2026-01-26 08:56:40,2026-01-26,8,USR78513,MCH2791,Transportation,4131,1640.73,VALID_AMOUNT,SUCCESS,UTR6150478766,VALID_UTR,True,True
TXN00016190,2026-03-17 18:43:39,2026-03-17,18,USR45665,MCH9102,Books & Stationery,5942,16145.68,VALID_AMOUNT,SUCCESS,UTR2373058062,VALID_UTR,False,True
TXN00003446,2026-01-18 22:34:17,2026-01-18,22,USR65932,MCH2270,Hotel & Lodging,7011,16241.23,VALID_AMOUNT,SUCCESS,UTR7867730788,VALID_UTR,True,False
TXN00005834,2026-01-27 03:47:38,2026-01-27,3,USR98081,MCH1147,Pharmacy,5912,10807.36,VALID_AMOUNT,SUCCESS,UTR0843217928,VALID_UTR,True,True
TXN00019891,2026-03-26 14:21:41,2026-03-26,14,USR30014,MCH1264,Grocery,5411,,PARSE_ERROR,FAILED,UTR2084803894,VALID_UTR,False,False
TXN00010653,2026-03-13 01:11:08,2026-03-13,1,USR80891,MCH2308,Grocery,5411,21112.21,VALID_AMOUNT,SUCCESS,UTR9785224018,VALID_UTR,False,True
TXN00018136,2026-02-08 02:57:45,2026-02-08,2,USR55266,MCH8926,Pharmacy,5912,18721.85,VALID_AMOUNT,SUCCESS,UTR5986887859,VALID_UTR,True,True
TXN00003297,2026-03-21 10:57:27,2026-03-21,10,USR31587,MCH5857,Transportation,4131,16211.47,VALID_AMOUNT,SUCCESS,UTR5017286926,VALID_UTR,False,True
TXN00016157,2026-02-03 17:38:41,2026-02-03,17,USR64212,MCH7689,Grocery,5411,,PARSE_ERROR,SUCCESS,,MISSING_UTR,True,False
TXN00016027,2026-01-19 11:44:32,2026-01-19,11,USR87645,MCH6479,Miscellaneous Retail,,17570.45,VALID_AMOUNT,PENDING,UTR4762061709,VALID_UTR,False,False
TXN00019932,2026-02-07 10:20:58,2026-02-07,10,USR59942,MCH1324,Hotel & Lodging,7011,18857.5,VALID_AMOUNT,PENDING,UTR3264237337,VALID_UTR,True,True
TXN00016589,2026-02-25 13:00:30,2026-02-25,13,USR76838,MCH7351,Transportation,4131,1093.21,VALID_AMOUNT,PENDING,UTR0617604858,RESCUED_UTR_SPACES_REMOVED,False,False
TXN00019176,2026-03-15 13:28:33,2026-03-15,13,USR65658,MCH4807,Restaurant,5812,,PARSE_ERROR,SUCCESS,UTR3776520161,VALID_UTR,False,True
TXN00007002,2026-01-29 03:22:05,2026-01-29,3,USR15783,MCH4069,Hotel & Lodging,7011,4677.45,VALID_AMOUNT,SUCCESS,UTR3499900190,VALID_UTR,False,False
TXN00019458,2026-02-17 11:51:32,2026-02-17,11,USR29731,MCH9553,Pharmacy,5912,,PARSE_ERROR,SUCCESS,UTR3573966160,VALID_UTR,False,False
TXN00014078,2026-03-18 07:27:13,2026-03-18,7,USR68186,MCH3119,Department Store,5311,3027.25,VALID_AMOUNT,SUCCESS,UTR3850694547,VALID_UTR,True,True
TXN00016662,2026-02-25 00:00:00,2026-02-25,0,USR58661,MCH4870,Pharmacy,5912,-3649.69,REFUND_OR_REVERSAL_NEGATIVE,SUCCESS,UTR1878050443,VALID_UTR,True,True
TXN00001273,2026-03-08 22:21:04,2026-03-08,22,USR64411,MCH9501,Pharmacy,5912,19498.48,VALID_AMOUNT,SUCCESS,UTR6912919530,VALID_UTR,False,False
TXN00000554,2026-01-08 00:00:00,2026-01-08,0,USR43514,MCH8235,Grocery,5411,14028.0,VALID_AMOUNT,SUCCESS,UTR9103051245,VALID_UTR,False,True
TXN00001035,2026-03-17 23:40:21,2026-03-17,23,USR63580,MCH2907,Restaurant,5812,1933.06,VALID_AMOUNT,SUCCESS,UTR4563553369,VALID_UTR,True,True
TXN00004158,2026-01-07 03:25:23,2026-01-07,3,USR49703,MCH8592,Pharmacy,5912,21280.26,VALID_AMOUNT,SUCCESS,UTR8663995632,VALID_UTR,False,True
TXN00006662,2026-03-09 23:09:05,2026-03-09,23,USR44967,MCH4915,Transportation,4131,11051.92,VALID_AMOUNT,SUCCESS,UTR5547206691,VALID_UTR,False,False
TXN00004005,2026-02-25 00:42:10,2026-02-25,0,USR27813,MCH9714,Hotel & Lodging,7011,3739.74,VALID_AMOUNT,PENDING,UTR9153423729,VALID_UTR,False,True
TXN00012952,2026-03-22 19:14:02,2026-03-22,19,USR28594,MCH7698,Transportation,4131,21237.06,VALID_AMOUNT,SUCCESS,UTR8328890863,VALID_UTR,False,True
TXN00012722,2026-03-20 08:00:59,2026-03-20,8,USR46521,MCH7806,Transportation,,2126.06,VALID_AMOUNT,SUCCESS,,MISSING_UTR,False,True
TXN00017371,2026-02-08 19:55:57,2026-02-08,19,USR52054,MCH1415,Transportation,4131,5103.45,VALID_AMOUNT,FAILED,UTR0942482811,VALID_UTR,False,False
TXN00010231,2026-01-12 18:25:29,2026-01-12,18,USR24020,MCH1072,Restaurant,5812,12820.0,VALID_AMOUNT,SUCCESS,UTR4013973616,RESCUED_UTR_SPACES_REMOVED,True,True
TXN00016881,2026-02-28 16:16:58,2026-02-28,16,USR55105,MCH8203,Transportation,4131,12607.34,VALID_AMOUNT,SUCCESS,UTR7930288118,VALID_UTR,True,True
TXN00006250,2026-03-08 23:14:00,2026-03-08,23,USR91204,MCH8126,Transportation,4131,2162.53,VALID_AMOUNT,SUCCESS,UTR7789697611,VALID_UTR,False,True
TXN00012547,2026-01-02 13:00:55,2026-01-02,13,USR81891,MCH8185,Grocery,5411,15143.2,VALID_AMOUNT,SUCCESS,UTR3112279759,VALID_UTR,False,False
TXN00006233,2026-01-04 15:03:47,2026-01-04,15,USR99333,MCH7753,Pharmacy,5912,13856.94,VALID_AMOUNT,SUCCESS,UTR3757487803,VALID_UTR,False,False
TXN00009437,2026-02-06 07:59:08,2026-02-06,7,USR51134,MCH3677,Grocery,5411,18141.95,VALID_AMOUNT,SUCCESS,UTR9594872795,VALID_UTR,True,True
TXN00014870,2026-03-14 19:25:49,2026-03-14,19,USR20097,MCH1089,Grocery,5411,,PARSE_ERROR,SUCCESS,UTR2297900954,VALID_UTR,True,True
TXN00017154,2026-01-02 12:11:15,2026-01-02,12,USR70156,MCH4791,Miscellaneous Retail,,,PARSE_ERROR,SUCCESS,UTR6047229328,VALID_UTR,False,False
TXN00017354,2026-01-13 06:57:12,2026-01-13,6,USR21165,MCH8314,Transportation,4131,3885.79,VALID_AMOUNT,FAILED,UTR3550526278,VALID_UTR,False,True
TXN00016435,2026-02-04 05:38:16,2026-02-04,5,USR95643,MCH6408,Grocery,5411,7522.51,VALID_AMOUNT,SUCCESS,UTR1763470481,VALID_UTR,False,True
TXN00019729,2026-02-16 21:27:46,2026-02-16,21,USR80421,MCH1344,Pharmacy,5912,19194.21,VALID_AMOUNT,SUCCESS,,MISSING_UTR,False,False
TXN00010050,2026-03-31 03:11:34,2026-03-31,3,USR55436,MCH1494,Department Store,5311,24630.33,VALID_AMOUNT,FAILED,UTR7023185474,VALID_UTR,True,True
TXN00018951,2026-02-19 14:47:56,2026-02-19,14,USR33880,MCH6685,Grocery,5411,24271.48,VALID_AMOUNT,SUCCESS,UTR3077462260,VALID_UTR,True,False
TXN00002445,2026-01-10 19:40:30,2026-01-10,19,USR16914,MCH6345,Grocery,5411,11016.63,VALID_AMOUNT,FAILED,UTR8583219659,VALID_UTR,False,True
TXN00012436,2026-01-13 09:46:18,2026-01-13,9,USR74576,MCH8131,Restaurant,5812,23872.69,VALID_AMOUNT,SUCCESS,UTR9083690755,VALID_UTR,False,True
TXN00014182,2026-02-20 21:55:49,2026-02-20,21,USR80842,MCH2362,Restaurant,5812,7886.53,VALID_AMOUNT,SUCCESS,UTR5449701402,VALID_UTR,False,False
TXN00008228,2026-02-07 18:43:19,2026-02-07,18,USR16925,MCH2187,Grocery,5411,3153.8,VALID_AMOUNT,SUCCESS,UTR6665878857,VALID_UTR,False,True
TXN00005506,2026-02-01 00:31:56,2026-02-01,0,USR20071,MCH6669,Grocery,5411,4552.0,VALID_AMOUNT,SUCCESS,UTR2099820504,VALID_UTR,True,False
TXN00006631,2026-02-26 04:07:45,2026-02-26,4,USR30341,MCH1540,Hotel & Lodging,7011,10306.32,VALID_AMOUNT,SUCCESS,UTR0333355397,VALID_UTR,True,True
TXN00001648,2026-02-03 13:13:34,2026-02-03,13,USR20891,MCH5653,Grocery,5411,20653.43,VALID_AMOUNT,SUCCESS,UTR2575190050,RESCUED_UTR_SPACES_REMOVED,True,False
TXN00009830,2026-03-02 12:16:27,2026-03-02,12,USR97916,MCH8170,Grocery,5411,16535.02,VALID_AMOUNT,SUCCESS,,MISSING_UTR,False,True
TXN00005236,2026-03-17 19:46:07,2026-03-17,19,USR86787,MCH1413,Transportation,4131,193.75,VALID_AMOUNT,SUCCESS,,MISSING_UTR,False,False
TXN00004872,2026-02-10 20:40:59,2026-02-10,20,USR56291,MCH6505,Restaurant,5812,3315.0,VALID_AMOUNT,SUCCESS,UTR9305523121,VALID_UTR,False,False
TXN00007542,2026-02-13 08:38:29,2026-02-13,8,USR44238,MCH9352,Pharmacy,5912,,PARSE_ERROR,SUCCESS,UTR4993727730,VALID_UTR,False,True
TXN00001721,2026-02-05 10:11:17,2026-02-05,10,USR93205,MCH1943,Miscellaneous Retail,,,PARSE_ERROR,SUCCESS,UTR0452415448,VALID_UTR,True,False
TXN00001297,2026-02-11 06:38:44,2026-02-11,6,USR40062,MCH1828,Apparel,5699,4195.39,VALID_AMOUNT,SUCCESS,UTR2492682436,VALID_UTR,False,True
TXN00006877,2026-02-24 12:00:16,2026-02-24,12,USR52813,MCH8406,Pharmacy,5912,,PARSE_ERROR,SUCCESS,UTR5304165718,RESCUED_UTR_SPACES_REMOVED,True,False
TXN00015058,2026-01-28 05:16:52,2026-01-28,5,USR52187,MCH9936,Pharmacy,5912,,PARSE_ERROR,SUCCESS,UTR1394983299,VALID_UTR,False,False
TXN00014402,2026-03-06 02:00:20,2026-03-06,2,USR45829,MCH8779,Pharmacy,5912,10751.14,VALID_AMOUNT,SUCCESS,UTR1228459399,VALID_UTR,False,True
TXN00000260,2026-01-13 05:02:35,2026-01-13,5,USR32553,MCH8166,Restaurant,5812,2438.44,VALID_AMOUNT,SUCCESS,UTR7702625844,VALID_UTR,True,False
TXN00013892,2026-02-27 00:34:06,2026-02-27,0,USR78584,MCH4737,Grocery,5411,20998.09,VALID_AMOUNT,SUCCESS,UTR1451065595,VALID_UTR,False,True
TXN00006610,2026-03-05 22:18:55,2026-03-05,22,USR82007,MCH4674,Restaurant,5812,7715.72,VALID_AMOUNT,SUCCESS,UTR3136985581,RESCUED_UTR_SPACES_REMOVED,False,True
TXN00013207,2026-03-22 13:19:08,2026-03-22,13,USR45569,MCH8930,Miscellaneous Retail,,15705.81,VALID_AMOUNT,SUCCESS,UTR1892749501,VALID_UTR,True,False
TXN00001253,2026-01-06 20:20:48,2026-01-06,20,USR67481,MCH9936,Miscellaneous Retail,,-2941.53,REFUND_OR_REVERSAL_NEGATIVE,SUCCESS,UTR3977633540,VALID_UTR,False,False
TXN00015734,2026-01-29 03:53:59,2026-01-29,3,USR48326,MCH6386,Department Store,5311,9410.37,VALID_AMOUNT,SUCCESS,UTR7026016253,VALID_UTR,False,True
TXN00013752,2026-01-20 12:58:21,2026-01-20,12,USR86751,MCH3816,Grocery,5411,6929.77,VALID_AMOUNT,SUCCESS,UTR3698446717,VALID_UTR,False,False
TXN00008615,2026-03-26 10:44:58,2026-03-26,10,USR19552,MCH6764,Grocery,5411,5834.0,VALID_AMOUNT,SUCCESS,UTR8485665641,VALID_UTR,False,True
TXN00016638,2026-03-17 00:00:00,2026-03-17,0,USR89002,MCH3963,Pharmacy,5912,1911.77,VALID_AMOUNT,SUCCESS,UTR1463604010,VALID_UTR,False,False
TXN00014433,2026-01-22 09:57:37,2026-01-22,9,USR53276,MCH8083,Miscellaneous Retail,,536.81,VALID_AMOUNT,FAILED,UTR3613594639,VALID_UTR,False,False
TXN00016304,2026-03-15 18:09:48,2026-03-15,18,USR10564,MCH5529,Grocery,5411,8498.56,VALID_AMOUNT,SUCCESS,UTR1188763260,VALID_UTR,False,True
TXN00011123,2026-03-09 09:42:29,2026-03-09,9,USR29373,MCH4774,Grocery,5411,9282.91,VALID_AMOUNT,PENDING,UTR4675310595,VALID_UTR,False,True
TXN00017770,2026-02-12 02:16:49,2026-02-12,2,USR38873,MCH5011,Transportation,4131,,PARSE_ERROR,SUCCESS,UTR3943927089,VALID_UTR,False,False
TXN00015153,2026-01-29 19:38:56,2026-01-29,19,USR72988,MCH1839,Pharmacy,5912,23859.92,VALID_AMOUNT,SUCCESS,UTR5285442859,VALID_UTR,False,True
TXN00003020,2026-02-28 21:37:15,2026-02-28,21,USR30005,MCH3549,Restaurant,5812,19596.16,VALID_AMOUNT,SUCCESS,UTR0186168463,VALID_UTR,True,True
TXN00005961,2026-02-03 20:33:04,2026-02-03,20,USR32445,MCH9656,Pharmacy,5912,,PARSE_ERROR,SUCCESS,UTR0051941862,VALID_UTR,False,False
TXN00015160,2026-02-28 09:30:57,2026-02-28,9,USR10326,MCH2326,Miscellaneous Retail,,8343.09,VALID_AMOUNT,SUCCESS,UTR0433151536,VALID_UTR,True,False
TXN00001981,2026-02-19 02:01:09,2026-02-19,2,USR11648,MCH3749,Restaurant,5812,4660.67,VALID_AMOUNT,SUCCESS,UTR7541838843,VALID_UTR,True,False
TXN00003805,2026-01-20 20:33:00,2026-01-20,20,USR73734,MCH3881,Restaurant,5812,6499.17,VALID_AMOUNT,SUCCESS,UTR3031913069,VALID_UTR,True,False
TXN00010026,2026-02-16 01:52:25,2026-02-16,1,USR46929,MCH7131,Grocery,5411,3812.18,VALID_AMOUNT,SUCCESS,UTR7416825177,VALID_UTR,False,False
TXN00008580,2026-03-12 06:03:53,2026-03-12,6,USR60706,MCH4210,Pharmacy,5912,1547.96,VALID_AMOUNT,SUCCESS,UTR6287602941,VALID_UTR,False,False
TXN00012316,2026-03-06 00:50:16,2026-03-06,0,USR25930,MCH3999,Restaurant,5812,5396.0,VALID_AMOUNT,SUCCESS,UTR4232357099,VALID_UTR,False,False
TXN00016448,2026-03-05 11:49:25,2026-03-05,11,USR48543,MCH3534,Grocery,5411,21439.07,VALID_AMOUNT,SUCCESS,UTR9760111317,VALID_UTR,False,False
TXN00013756,2026-01-19 09:13:49,2026-01-19,9,USR70100,MCH2554,Restaurant,5812,14373.14,VALID_AMOUNT,SUCCESS,UTR5459217768,VALID_UTR,False,False
TXN00016149,2026-03-04 08:55:51,2026-03-04,8,USR44375,MCH7883,Grocery,5411,8873.22,VALID_AMOUNT,PENDING,UTR9529919593,VALID_UTR,True,False
TXN00016633,2026-01-11 12:35:32,2026-01-11,12,USR46471,MCH2587,Pharmacy,5912,12234.61,VALID_AMOUNT,FAILED,UTR6449516055,VALID_UTR,False,False
TXN00018231,2026-03-08 03:35:30,2026-03-08,3,USR22290,MCH1644,Miscellaneous Retail,,4821.45,VALID_AMOUNT,SUCCESS,UTR5612706966,VALID_UTR,False,False
TXN00016483,2026-02-24 05:06:24,2026-02-24,5,USR35188,MCH9459,Transportation,4131,992.59,VALID_AMOUNT,SUCCESS,UTR5663011338,RESCUED_UTR_SPACES_REMOVED,True,True
TXN00011780,2026-01-15 00:00:00,2026-01-15,0,USR85975,MCH9285,Grocery,5411,16954.73,VALID_AMOUNT,SUCCESS,UTR6597737915,VALID_UTR,False,False
TXN00004120,2026-02-23 20:38:16,2026-02-23,20,USR70331,MCH9563,Transportation,4131,17870.82,VALID_AMOUNT,SUCCESS,UTR3912936386,RESCUED_UTR_SPACES_REMOVED,False,True
TXN00017638,2026-01-28 05:42:33,2026-01-28,5,USR13007,MCH5666,Transportation,4131,4359.86,VALID_AMOUNT,SUCCESS,UTR0004565871,VALID_UTR,False,False
TXN00003143,2026-03-11 06:47:22,2026-03-11,6,USR59993,MCH6366,Grocery,5411,14615.38,VALID_AMOUNT,SUCCESS,UTR9996513614,RESCUED_UTR_SPACES_REMOVED,False,True
TXN00000850,2026-02-17 01:11:34,2026-02-17,1,USR75377,MCH5241,Hotel & Lodging,7011,14888.67,VALID_AMOUNT,SUCCESS,UTR5122884675,VALID_UTR,True,False
TXN00018258,2026-01-10 17:03:45,2026-01-10,17,USR21386,MCH4685,Grocery,5411,,PARSE_ERROR,SUCCESS,UTR0267873736,VALID_UTR,False,True
TXN00006844,2026-02-23 09:57:58,2026-02-23,9,USR84957,MCH4551,Grocery,5411,2144.36,VALID_AMOUNT,SUCCESS,UTR1432805637,VALID_UTR,False,True
TXN00012482,2026-03-27 02:59:16,2026-03-27,2,USR26056,MCH5747,Restaurant,5812,21329.25,VALID_AMOUNT,FAILED,UTR5317292082,VALID_UTR,False,True
TXN00018754,2026-01-27 23:42:38,2026-01-27,23,USR73249,MCH8443,Restaurant,5812,3350.42,VALID_AMOUNT,SUCCESS,UTR0587095815,RESCUED_UTR_SPACES_REMOVED,False,False
TXN00001719,2026-01-04 05:44:41,2026-01-04,5,USR52534,MCH3352,Restaurant,5812,24592.0,VALID_AMOUNT,SUCCESS,UTR2497852829,VALID_UTR,False,False
TXN00013769,2026-03-01 19:37:27,2026-03-01,19,USR59377,MCH7451,Hotel & Lodging,7011,18971.51,VALID_AMOUNT,SUCCESS,UTR3021874476,VALID_UTR,False,False
TXN00019164,2026-03-13 17:24:30,2026-03-13,17,USR12128,MCH2632,Department Store,5311,3067.9,VALID_AMOUNT,SUCCESS,UTR0104238946,VALID_UTR,False,True
TXN00013256,2026-01-06 16:19:08,2026-01-06,16,USR15898,MCH8865,Restaurant,5812,6651.0,VALID_AMOUNT,FAILED,UTR2455161111,VALID_UTR,False,True
TXN00006412,2026-03-17 15:35:03,2026-03-17,15,USR78645,MCH5310,Miscellaneous Retail,,8812.25,VALID_AMOUNT,SUCCESS,,MISSING_UTR,False,False
TXN00011044,2026-02-02 13:34:39,2026-02-02,13,USR77936,MCH1250,Pharmacy,5912,17812.73,VALID_AMOUNT,SUCCESS,UTR6858905892,VALID_UTR,False,True
TXN00010411,2026-03-27 09:40:45,2026-03-27,9,USR89877,MCH2258,Transportation,4131,19845.0,VALID_AMOUNT,SUCCESS,UTR0059388177,VALID_UTR,False,True
TXN00014529,2026-03-04 04:41:14,2026-03-04,4,USR94277,MCH5752,Grocery,5411,20660.72,VALID_AMOUNT,SUCCESS,UTR0180120804,VALID_UTR,True,False
TXN00019725,2026-01-23 21:18:44,2026-01-23,21,USR94559,MCH6661,Grocery,5411,,PARSE_ERROR,SUCCESS,UTR6209030743,RESCUED_UTR_SPACES_REMOVED,False,False
TXN00011416,2026-03-05 22:31:43,2026-03-05,22,USR32332,MCH6004,Hotel & Lodging,7011,7641.48,VALID_AMOUNT,SUCCESS,UTR6217461387,VALID_UTR,False,True
TXN00003506,2026-02-22 04:30:25,2026-02-22,4,USR13160,MCH8151,Hotel & Lodging,7011,15569.54,VALID_AMOUNT,SUCCESS,,MISSING_UTR,False,True
TXN00011158,2026-01-19 19:37:16,2026-01-19,19,USR72168,MCH9119,Grocery,5411,4499.05,VALID_AMOUNT,SUCCESS,UTR5800999285,VALID_UTR,False,True
TXN00011203,2026-01-22 11:13:54,2026-01-22,11,USR37392,MCH7177,Restaurant,5812,15165.38,VALID_AMOUNT,PENDING,UTR8880482664,VALID_UTR,False,False
TXN00003168,2026-02-21 16:26:30,2026-02-21,16,USR93454,MCH1195,Grocery,5411,2643.78,VALID_AMOUNT,FAILED,UTR8900651687,VALID_UTR,False,True
TXN00019352,2026-03-23 07:49:51,2026-03-23,7,USR73500,MCH6404,Pharmacy,5912,2290.15,VALID_AMOUNT,SUCCESS,UTR1671219083,RESCUED_UTR_SPACES_REMOVED,True,True
TXN00010619,2026-02-26 06:15:21,2026-02-26,6,USR14115,MCH2163,Restaurant,5812,3372.0,VALID_AMOUNT,SUCCESS,UTR5948494931,VALID_UTR,False,False
TXN00006823,2026-03-24 03:21:21,2026-03-24,3,USR60145,MCH4279,Miscellaneous Retail,,24381.36,VALID_AMOUNT,FAILED,UTR0635680614,VALID_UTR,True,False
TXN00002336,2026-02-01 05:12:41,2026-02-01,5,USR39339,MCH2904,Hotel & Lodging,7011,9602.0,VALID_AMOUNT,PENDING,UTR4245958091,VALID_UTR,False,True
TXN00002128,2026-01-06 02:35:14,2026-01-06,2,USR22930,MCH1546,Grocery,5411,4157.21,VALID_AMOUNT,PENDING,UTR0931828929,VALID_UTR,True,False
TXN00013630,2026-03-09 00:00:00,2026-03-09,0,USR53066,MCH7925,Restaurant,5812,,PARSE_ERROR,SUCCESS,UTR9079524611,VALID_UTR,True,True
TXN00017256,2026-01-26 06:57:42,2026-01-26,6,USR95601,MCH8973,Transportation,4131,-19561.75,REFUND_OR_REVERSAL_NEGATIVE,FAILED,UTR9180560320,VALID_UTR,False,False
TXN00011628,2026-01-26 21:16:01,2026-01-26,21,USR27111,MCH6698,Transportation,4131,12144.3,VALID_AMOUNT,SUCCESS,UTR8135015319,VALID_UTR,False,False
TXN00004938,2026-02-12 04:25:12,2026-02-12,4,USR45626,MCH2203,Grocery,5411,,PARSE_ERROR,FAILED,UTR0756422105,VALID_UTR,False,True
TXN00006668,2026-03-10 02:36:00,2026-03-10,2,USR74631,MCH2375,Grocery,5411,18613.61,VALID_AMOUNT,SUCCESS,UTR8845537942,VALID_UTR,True,False
TXN00005083,2026-03-17 07:56:43,2026-03-17,7,USR30572,MCH1129,Hotel & Lodging,7011,-20938.44,REFUND_OR_REVERSAL_NEGATIVE,SUCCESS,UTR8762023522,VALID_UTR,True,False
TXN00007519,2026-03-18 02:21:33,2026-03-18,2,USR59352,MCH2252,Transportation,4131,19676.53,VALID_AMOUNT,SUCCESS,UTR4646980719,VALID_UTR,True,False
TXN00004477,2026-02-17 12:56:55,2026-02-17,12,USR12348,MCH4406,Hotel & Lodging,7011,10465.55,VALID_AMOUNT,SUCCESS,UTR9937786440,VALID_UTR,False,True
TXN00008564,2026-02-05 15:21:54,2026-02-05,15,USR14359,MCH8601,Grocery,5411,22047.55,VALID_AMOUNT,SUCCESS,UTR4376730718,VALID_UTR,False,True
TXN00010299,2026-02-02 18:56:28,2026-02-02,18,USR62336,MCH8936,Grocery,5411,1146.71,VALID_AMOUNT,SUCCESS,UTR3036140976,VALID_UTR,True,False
TXN00000423,2026-02-18 19:43:34,2026-02-18,19,USR33426,MCH3368,Restaurant,5812,,PARSE_ERROR,SUCCESS,UTR0915808900,VALID_UTR,False,False
TXN00018119,2026-03-30 01:06:38,2026-03-30,1,USR70015,MCH7535,Restaurant,5812,18107.57,VALID_AMOUNT,SUCCESS,UTR4890046040,VALID_UTR,True,False
TXN00008329,2026-02-22 18:43:39,2026-02-22,18,USR71894,MCH4925,Grocery,5411,21607.12,VALID_AMOUNT,SUCCESS,UTR2167202973,VALID_UTR,False,False
TXN00014703,2026-03-30 22:44:31,2026-03-30,22,USR37175,MCH7600,Pharmacy,5912,13527.59,VALID_AMOUNT,SUCCESS,UTR2797266008,VALID_UTR,True,True
TXN00013189,2026-01-06 03:12:22,2026-01-06,3,USR64786,MCH1185,Miscellaneous Retail,5999,23873.15,VALID_AMOUNT,SUCCESS,UTR8130946130,VALID_UTR,False,True
TXN00012711,2026-03-27 12:39:36,2026-03-27,12,USR70140,MCH9545,Hotel & Lodging,7011,3964.4,VALID_AMOUNT,FAILED,UTR7200469343,VALID_UTR,False,False
TXN00007061,2026-01-21 13:22:58,2026-01-21,13,USR32935,MCH2103,Restaurant,5812,23583.32,VALID_AMOUNT,SUCCESS,UTR4366073186,VALID_UTR,False,False
TXN00002356,2026-02-12 12:03:02,2026-02-12,12,USR92116,MCH4725,Transportation,4131,3022.75,VALID_AMOUNT,SUCCESS,UTR2879449621,RESCUED_UTR_SPACES_REMOVED,True,True
TXN00011291,2026-03-15 06:13:46,2026-03-15,6,USR83428,MCH5160,Restaurant,5812,,PARSE_ERROR,SUCCESS,UTR4931809660,VALID_UTR,False,True
