complaint_id,txn_id,user_id,merchant_id,merchant_category,transaction_timestamp,reported_timestamp,bank_response_timestamp,reporting_delay_days,disputed_amount,amount_imputed,reason_category,complaint_text,severity,resolution_status,channel,txn_link_valid
CBK0002352,TXN00009981,USR92382,MCH2075,Grocery,2026-03-11 00:00:00,2026-03-12 00:00:00,2026-03-28 10:00:00,1.0,1850.41,False,Fraud & Account Takeover,Customer says transaction was not authorized.,High,CLOSED,Call Center,True
CBK0000055,TXN00017357,USR15485,MCH3992,Transportation,2026-03-27 00:00:00,2026-03-29 00:00:00,,2.0,3043.82,False,Customer General Dispute,User claims account was compromised before txn.,Critical,IN_PROGRESS,Chatbot,True
CBK0002441,TXN00007492,USR71182,MCH9948,Transportation,,2026-03-12 00:00:00,,,1969.45,False,Duplicate Debit & Billing,Customer says transaction was not authorized.,Low,IN_PROGRESS,Chatbot,True
CBK0001193,TXN00014849,USR27328,MCH4912,Department Store,2026-01-19 00:00:00,2026-01-30 00:00:00,2026-02-09 00:04:06,11.0,2302.0,False,Duplicate Debit & Billing,merchant service was not delivered after payment.,High,REJECTED,Branch,True
CBK0002705,TXN00005717,USR91772,MCH2757,Restaurant,2026-01-19 17:45:15,2026-01-22 00:00:00,2026-01-24 00:00:00,2.2602430555555557,2449.38,False,Duplicate Debit & Billing,Customer complaint text unclear due to poor call center notes.,Low,IN_PROGRESS,Ivr,True
CBK0001851,TXN00006293,USR95875,MCH2065,Pharmacy,2026-02-27 00:00:00,2026-03-07 00:00:00,2026-03-30 00:00:00,8.0,2387.22,False,Service & Delivery Failure,Merchant service was not delivered after payment.,Medium,IN_PROGRESS,Ivr,True
CBK0002384,TXN00005874,USR26867,MCH5264,Restaurant,,2026-03-06 03:25:03,2026-03-22 00:00:00,,20750.19,True,Duplicate Debit & Billing,User says UPI PIN was not entered by them.,Medium,RESOLVED,Email,True
CBK0001729,TXN00002228,USR56148,MCH6141,Transportation,2026-02-09 09:11:00,2026-02-13 00:00:00,2026-03-01 00:00:00,3.6173611111111112,378.3,False,Duplicate Debit & Billing,User claims account was compromised before transaction.,High,IN_PROGRESS,Chatbot,True
CBK0001485,TXN00000921,USR25087,MCH2266,Hotel & Lodging,2026-03-03 18:48:32,2026-03-08 00:00:00,,4.216296296296297,1585.45,False,Service & Delivery Failure,user claims account was compromised before transaction.,Low,CLOSED,Email,True
CBK0002550,TXN00001381,USR44152,MCH1993,Telecom,,2026-03-09 00:00:00,,,1001.43,False,Duplicate Debit & Billing,User claims account was compromised before transaction.,Low,IN_PROGRESS,Ivr,True
CBK0001475,TXN00017932,USR30591,MCH4204,Pharmacy,2026-01-28 00:00:00,,2026-02-23 12:38:55,,4452.54,False,Service & Delivery Failure,Suspicious high-value payment disputed by customer. details missing,Critical,IN_PROGRESS,Branch,True
CBK0000033,TXN00009708,USR97772,MCH5076,Restaurant,2026-01-18 00:00:00,2026-01-24 11:33:49,2026-02-18 00:00:00,6.481817129629629,3007.22,False,Duplicate Debit & Billing,merchant service was not delivered after payment.,High,REJECTED,Ivr,True
CBK0001804,TXN00008462,USR37261,MCH2030,Pharmacy,2026-03-04 19:34:51,2026-03-06 00:00:00,2026-03-11 01:34:51,1.1841319444444445,-884.33,False,Fraud & Account Takeover,Customer says amount was debited twice.,Low,REJECTED,Email,True
CBK0000724,TXN00001310,USR27947,MCH2065,Grocery,2026-02-13 06:58:57,2026-02-16 00:00:00,2026-02-17 00:00:00,2.7090625,2026.3,False,Fraud & Account Takeover,Merchant service was not delivered after payment.,Low,IN_PROGRESS,Branch,True
CBK0002240,TXN00000019,USR40246,MCH4062,Miscellaneous Retail,2026-02-26 00:00:00,2026-03-01 01:49:00,2026-03-08 01:49:15,3.0756944444444443,377.11,False,Fraud & Account Takeover,Customer says amount was debited twice.,High,IN_PROGRESS,Chatbot,True
CBK0001379,TXN00010182,USR52335,MCH5954,Transportation,2026-03-31 00:00:00,2026-04-02 00:00:00,2026-04-26 00:00:00,2.0,1252.47,False,Fraud & Account Takeover,User says UPI PIN was not entered by them.,Low,CLOSED,Branch,True
CBK0000668,TXN00011231,USR61576,MCH7063,Grocery,2026-03-19 00:00:00,2026-03-15 00:00:00,2026-04-03 00:00:00,-4.0,4533.6,False,Fraud & Account Takeover,User reports money deducted but merchant denies receiving payment. details missing,Medium,IN_PROGRESS,Ivr,True
CBK0000799,TXN00012446,USR75853,MCH2771,Miscellaneous Retail,2026-02-02 22:34:00,2026-02-03 21:34:00,,0.9583333333333334,1105.07,False,Fraud & Account Takeover,Customer says transaction was not authorized.,Medium,REJECTED,Ivr,True
CBK0000762,TXN00003810,USR65062,MCH5911,Hotel & Lodging,2026-01-23 00:00:00,2026-01-25 00:00:00,2026-02-12 00:00:00,2.0,861.41,False,Service & Delivery Failure,User reports money deducted but merchant denies receiving payment.,Medium,IN_PROGRESS,Ivr,True
CBK0002241,TXN00009947,USR75572,MCH3262,Hotel & Lodging,2026-01-01 00:00:00,2026-01-03 00:00:00,2026-01-07 00:00:00,2.0,8278.87,True,Fraud & Account Takeover,Merchant service was not delivered after payment. pls check asap,High,IN_PROGRESS,Branch,True
CBK0000120,TXN00005470,USR35882,MCH5805,Grocery,2026-03-24 00:00:00,2026-03-25 00:00:00,,1.0,881.56,False,Customer General Dispute,COMPLAINT RECEIVED AFTER MULTIPLE FAILED ATTEMPTS.,Medium,IN_PROGRESS,Chatbot,True
CBK0001486,TXN00012555,USR32962,MCH5076,Grocery,2026-01-08 00:00:00,,2026-01-09 00:00:00,,2740.59,False,Customer General Dispute,USER SAYS UPI PIN WAS NOT ENTERED BY THEM.,Low,IN_PROGRESS,Ivr,True
CBK0000278,TXN00018188,USR33934,MCH1639,Restaurant,2026-01-03 00:00:00,2026-01-05 00:00:00,2026-02-03 00:00:00,2.0,609.57,False,Customer General Dispute,Payment made to unknown merchant as per customer statement.,Critical,IN_PROGRESS,Branch,True
CBK0001433,TXN00011103,USR93242,MCH9047,Transportation,2026-01-02 23:19:14,2026-02-02 00:00:00,2026-02-25 04:19:00,30.028310185185184,5968.43,False,Duplicate Debit & Billing,Suspicious high-value payment disputed by cust.,Low,RESOLVED,Branch,True
CBK0000423,TXN00012405,USR33721,MCH8247,Hotel & Lodging,2026-01-26 21:04:00,2026-02-11 00:00:00,2026-03-12 00:00:00,15.122222222222222,1837.0,False,Duplicate Debit & Billing,User claims account was compromised before transaction.,Medium,REJECTED,Branch,True
CBK0001435,TXN00004594,USR40538,MCH1070,Hotel & Lodging,2026-01-16 00:00:00,2026-01-16 21:36:00,2026-02-02 00:00:00,0.9,262.38,False,Fraud & Account Takeover,MERCHANT SERVICE WAS NOT DELIVERED AFTER PAYMENT.,Low,IN_PROGRESS,Ivr,True
CBK0001616,TXN00009207,USR49823,MCH8953,Grocery,2026-02-04 00:00:00,2026-02-06 00:00:00,,2.0,4915.0,False,Duplicate Debit & Billing,Suspicious high-value payment disputed by customer.,High,IN_PROGRESS,Chatbot,True
CBK0001552,TXN00014793,USR10598,MCH1855,Miscellaneous Retail,2026-01-21 18:47:00,2026-01-23 00:00:00,2026-02-02 00:00:00,1.2173611111111111,641.02,False,Service & Delivery Failure,USER CLAIMS ACCOUNT WAS COMPROMISED BEFORE TRANSACTION.,High,IN_PROGRESS,Chatbot,True
CBK0002116,TXN00018024,USR18423,MCH9655,Grocery,2026-02-26 02:31:01,2026-02-28 00:00:00,2026-03-21 21:31:01,1.895127314814815,23928.09,True,Service & Delivery Failure,user says upi pin was not entered by them.,Medium,CLOSED,Chatbot,True
CBK0001293,TXN00010530,USR99535,MCH4181,Hotel & Lodging,2026-03-21 18:14:15,2026-03-24 20:14:15,2026-04-21 00:00:00,3.0833333333333335,7652.76,False,Duplicate Debit & Billing,User claims account was compromised before transaction.,High,IN_PROGRESS,App,True
CBK0000110,TXN00005150,USR19275,MCH7578,Transportation,2026-01-03 00:00:00,2026-01-01 00:00:00,2026-01-20 18:56:14,-2.0,2477.97,False,Fraud & Account Takeover,Customer complaint text unclear due to poor call center notes.,Medium,REJECTED,Call Center,True
CBK0000851,TXN00015265,USR52830,MCH1188,Pharmacy,2026-02-01 00:00:00,2026-02-05 00:00:00,2026-02-18 00:00:00,4.0,9117.57,False,Fraud & Account Takeover,User says UPI PIN was not entered by them.,Medium,CLOSED,Ivr,True
CBK0000664,TXN00014659,USR74769,MCH9010,Grocery,2026-03-12 13:53:38,2026-03-15 22:53:00,2026-03-21 00:00:00,3.374560185185185,1093.6,False,Fraud & Account Takeover,suspicious high-value payment disputed by customer.,Critical,IN_PROGRESS,App,True
CBK0000737,TXN00008826,USR85122,MCH9786,Pharmacy,2026-01-14 00:00:00,2026-01-24 00:00:00,,10.0,1347.43,False,Fraud & Account Takeover,Complaint received after multiple failed attempts.,Low,IN_PROGRESS,Email,True
CBK0001284,TXN00000281,USR46321,MCH9422,Transportation,2026-01-10 00:00:00,,2026-02-11 00:00:00,,-1426.33,False,Service & Delivery Failure,User claims account was compromised before transaction.,High,REJECTED,Call Center,True
CBK0002010,TXN00008590,USR58106,MCH9878,Hotel & Lodging,2026-02-01 00:00:00,2026-02-06 00:00:00,2026-03-04 16:37:00,5.0,2830.0,False,Duplicate Debit & Billing,User claims account was compromised before transaction.,Medium,IN_PROGRESS,Email,True
CBK0002245,,USR77262,MCH9007,Miscellaneous Retail,,2026-03-13 07:52:00,,,279.0,False,Duplicate Debit & Billing,Payment made to unknown merchant as per cust statement.,Medium,IN_PROGRESS,Chatbot,False
CBK0002235,TXN00009348,USR81487,MCH6056,Pharmacy,2026-03-17 00:00:00,2026-05-01 00:00:00,,45.0,2309.36,False,Duplicate Debit & Billing,CUSTOMER SAYS AMOUNT WAS DEBITED TWICE.,Low,IN_PROGRESS,Chatbot,True
CBK0001762,TXN00011289,USR14871,MCH4080,Pharmacy,2026-02-19 00:00:00,2026-02-27 00:00:00,2026-03-22 04:25:49,8.0,1035.0,False,Service & Delivery Failure,User reports money deducted but merchant denies receiving payment.,High,IN_PROGRESS,Branch,True
CBK0001604,TXN00019626,USR38245,MCH7973,Grocery,2026-02-09 00:00:00,2026-02-13 00:00:00,,4.0,781.0,False,Fraud & Account Takeover,Suspicious high-value payment disputed by customer.,Medium,REJECTED,Email,True
CBK0002182,TXN00015499,USR22939,MCH5631,Restaurant,2026-03-11 06:34:26,2026-03-14 00:00:00,,2.726087962962963,1792.1,False,Service & Delivery Failure,Customer says transaction was not authorized.,Low,IN_PROGRESS,Ivr,True
CBK0000904,,USR46902,MCH9120,Hotel & Lodging,2026-03-24 00:00:00,2026-03-26 19:54:00,2026-04-10 19:54:00,2.8291666666666666,,False,Duplicate Debit & Billing,Suspicious high-value payment disputed by customer.,Low,IN_PROGRESS,Chatbot,False
CBK0002381,TXN00011829,USR54103,MCH7837,Grocery,,2026-01-19 00:00:00,2026-01-28 00:00:00,,4126.88,True,Fraud & Account Takeover,Customer says transaction was not authorized.,High,IN_PROGRESS,Call Center,True
CBK0000835,TXN00016557,USR82094,MCH3363,Hotel & Lodging,2026-03-20 00:00:00,2026-03-31 11:25:32,,11.476064814814816,3670.72,False,Fraud & Account Takeover,User claims account was compromised before transaction. pls check asap,Medium,IN_PROGRESS,Call Center,True
CBK0000403,TXN00014814,USR43455,MCH2055,Pharmacy,2026-02-14 16:05:00,,2026-03-07 11:05:00,,7081.78,False,Duplicate Debit & Billing,Payment made to unknown merchant as per customer statement.,Low,IN_PROGRESS,Call Center,True
CBK0000426,TXN00001222,USR40061,MCH7377,Restaurant,2026-01-13 00:00:00,2026-02-13 02:39:13,,31.11056712962963,10359.87,False,Service & Delivery Failure,User reports money deducted but merchant denies receiving payment.,Medium,IN_PROGRESS,Email,True
CBK0002539,TXN00001614,USR85040,MCH7599,Transportation,2026-02-02 01:33:00,2026-02-04 00:00:00,,1.9354166666666666,13495.0,False,Service & Delivery Failure,customer says amount was debited twice.,Low,IN_PROGRESS,Ivr,True
CBK0000672,TXN00094670,USR23466,MCH2383,Telecom,,2026-03-19 00:00:00,,,33780.71,False,Duplicate Debit & Billing,MERCHANT SERVICE WAS NOT DELIVERED AFTER PAYMENT.,Low,IN_PROGRESS,Email,False
CBK0000170,TXN00016286,USR62841,MCH6175,Pharmacy,2026-01-26 00:00:00,,,,800.41,False,Fraud & Account Takeover,customer says transaction was not authorized.,Medium,IN_PROGRESS,Ivr,True
CBK0000632,TXN00016316,USR44482,MCH7297,Miscellaneous Retail,2026-01-10 00:00:00,2026-01-13 00:00:00,2026-01-27 00:00:00,3.0,5742.0,False,Customer General Dispute,User says UPI PIN was not entered by them.,Low,RESOLVED,Call Center,True
CBK0002133,TXN00010760,USR68349,MCH2383,Grocery,,2026-01-17 03:43:00,2026-02-04 00:00:00,,1471.98,False,Customer General Dispute,Customer complaint text unclear due to poor call center notes.,Medium,IN_PROGRESS,Branch,True
CBK0001183,TXN00017897,USR88749,MCH7263,Grocery,2026-01-25 00:00:00,2026-01-27 22:56:59,2026-02-17 22:56:00,2.956238425925926,1234.0,False,Customer General Dispute,Customer complaint text unclear due to poor call center notes.,Medium,RESOLVED,Branch,True
CBK0000342,TXN00004782,USR30157,MCH5825,Miscellaneous Retail,2026-01-23 00:00:00,2026-01-26 00:00:00,2026-02-07 00:00:00,3.0,779.81,False,Customer General Dispute,Customer complaint text unclear due to poor call center notes.,Medium,REJECTED,Call Center,True
CBK0001451,TXN00003075,USR13134,MCH6033,Transportation,2026-01-19 00:00:00,2026-02-03 00:00:00,2026-02-12 00:00:00,15.0,2267.96,False,Duplicate Debit & Billing,User claims account was compromised before transaction.,Low,IN_PROGRESS,Email,True
CBK0002072,TXN00004967,USR42423,MCH8097,Hotel & Lodging,2026-02-21 04:46:00,2026-02-24 07:46:00,,3.125,-952.74,False,Duplicate Debit & Billing,Suspicious high-value payment disputed by customer.,Low,RESOLVED,Call Center,True
CBK0002486,TXN00007604,USR66432,MCH6076,Grocery,2026-02-14 20:40:00,2026-02-20 00:00:00,2026-03-22 18:40:38,5.138888888888889,440.35,False,Service & Delivery Failure,Merchant service was not delivered after payment.,Medium,IN_PROGRESS,Chatbot,True
CBK0001104,TXN00007230,USR60004,MCH8097,Grocery,2026-03-21 00:00:00,2026-03-22 00:00:00,,1.0,4334.18,False,Fraud & Account Takeover,Suspicious high-value payment disputed by customer.,Critical,RESOLVED,App,True
CBK0000824,TXN00078658,USR57147,MCH4226,Miscellaneous Retail,2026-02-18 00:00:00,2026-03-01 00:00:00,2026-03-25 00:00:00,11.0,2283.69,False,Duplicate Debit & Billing,User says UPI PIN was not entered by them.,Critical,CLOSED,Ivr,False
CBK0000049,TXN00009231,USR41135,MCH3165,Transportation,2026-03-11 00:00:00,,2026-04-18 00:00:00,,669.96,False,Fraud & Account Takeover,Customer complaint text unclear due to poor call center notes.,Low,IN_PROGRESS,Branch,True
CBK0000576,TXN00019045,USR84127,MCH4763,Pharmacy,2026-02-13 00:00:00,2026-02-16 00:00:00,2026-02-21 00:00:00,3.0,4841.06,False,Fraud & Account Takeover,customer complaint text unclear due to poor call center notes.,Medium,IN_PROGRESS,Branch,True
CBK0001936,TXN00016714,USR63167,MCH9457,Hotel & Lodging,2026-01-09 00:00:00,2026-01-12 00:00:00,2026-02-07 00:00:00,3.0,22904.61,True,Customer General Dispute,suspicious high-value payment disputed by customer.,Medium,IN_PROGRESS,Ivr,True
CBK0000103,TXN00008797,USR69455,MCH2902,Pharmacy,2026-03-29 03:22:50,2026-03-31 00:00:00,2026-04-02 00:00:00,1.8591435185185186,980.58,False,Fraud & Account Takeover,User says UPI PIN was not entered by them.,Medium,IN_PROGRESS,Ivr,True
CBK0001724,TXN00001257,USR18577,MCH5237,Grocery,2026-02-06 00:00:00,2026-02-07 03:04:41,2026-03-01 00:00:00,1.128252314814815,2576.33,False,Fraud & Account Takeover,customer says transaction was not authorized.,Low,CLOSED,Ivr,True
CBK0000243,TXN00006922,USR46902,MCH2461,Pharmacy,2026-02-13 00:00:00,2026-02-15 00:00:00,2026-02-17 00:00:00,2.0,-1272.25,False,Fraud & Account Takeover,User claims account was compromised before transaction.,Low,CLOSED,App,True
CBK0000515,TXN00005131,USR30157,MCH8694,Transportation,,2026-02-09 07:20:00,,,9968.68,False,Customer General Dispute,Payment made to unknown merchant as per customer statement.,Medium,IN_PROGRESS,Chatbot,True
CBK0002691,TXN00002791,USR22598,MCH2822,Grocery,2026-01-27 20:56:14,2026-02-11 00:00:00,2026-02-23 20:56:14,14.12761574074074,15201.89,False,Service & Delivery Failure,Customer says transaction was not authorized.,Critical,IN_PROGRESS,Ivr,True
CBK0001254,TXN00015085,USR72505,MCH4244,Transportation,2026-03-23 07:03:00,2026-03-26 22:03:00,,3.625,3569.92,False,Duplicate Debit & Billing,COMPLAINT RECEIVED AFTER MULTIPLE FAILED ATTEMPTS.,Low,IN_PROGRESS,Branch,True
CBK0002569,TXN00012026,USR10288,MCH8779,Restaurant,2026-01-12 00:00:00,,2026-01-25 00:00:00,,4655.0,False,Fraud & Account Takeover,Payment made to unknown merchant as per customer statement.,Low,REJECTED,App,True
CBK0000912,TXN00017717,USR72474,MCH8508,Grocery,2026-02-19 00:00:00,2026-02-21 00:00:00,2026-03-11 00:00:00,2.0,24414.54,False,Fraud & Account Takeover,Complaint received after multiple failed attempts.,Low,IN_PROGRESS,Email,True
CBK0000379,TXN00005013,USR11871,MCH1785,Grocery,2026-02-09 22:37:06,2026-02-12 17:37:06,2026-03-10 00:00:00,2.7916666666666665,1946.17,False,Duplicate Debit & Billing,User claims account was compromised before transaction.,Low,IN_PROGRESS,App,True
CBK0000529,TXN00016687,USR79572,MCH6500,Grocery,2026-01-10 12:15:27,2026-01-11 00:00:00,,0.4892708333333333,15660.34,False,Service & Delivery Failure,User reports money deducted but merchant denies receiving payment.,Medium,CLOSED,Ivr,True
CBK0001805,TXN00007244,USR76141,MCH3777,Pharmacy,2026-03-25 00:00:00,2026-03-27 22:50:39,2026-04-19 00:00:00,2.951840277777778,3040.89,False,Fraud & Account Takeover,User claims account was compromised before transaction.,High,IN_PROGRESS,Chatbot,True
CBK0000881,TXN00009647,USR95891,MCH5076,Grocery,2026-03-28 00:00:00,2026-04-01 00:00:00,2026-04-03 01:09:00,4.0,19562.07,True,Service & Delivery Failure,User reports money deducted but merchant denies receiving payment.,Medium,IN_PROGRESS,Ivr,True
CBK0001009,TXN00016326,USR34963,MCH9568,Transportation,2026-03-13 00:00:00,2026-03-15 00:00:00,2026-04-12 00:00:00,2.0,905.23,False,Duplicate Debit & Billing,user claims account was compromised before transaction.,Low,IN_PROGRESS,Chatbot,True
CBK0002707,TXN00010218,USR11076,MCH7833,Transportation,,2026-01-30 06:18:41,2026-03-01 06:18:00,,694.0,False,Service & Delivery Failure,user reports money deducted but merchant denies receiving payment.,Medium,CLOSED,Branch,True
CBK0001445,TXN00003088,USR27045,MCH4407,Pharmacy,2026-01-13 00:00:00,2026-01-16 00:00:00,2026-02-10 00:00:00,3.0,1019.25,False,Fraud & Account Takeover,User says UPI PIN was not entered by them.,Medium,IN_PROGRESS,App,True
CBK0001702,TXN00003610,USR66677,MCH8953,Grocery,2026-01-30 00:00:00,2026-02-03 00:00:00,2026-02-04 00:00:00,4.0,6753.79,False,Duplicate Debit & Billing,MERCHANT SERVICE WAS NOT DELIVERED AFTER PAYMENT.,Low,CLOSED,Ivr,True
CBK0002518,TXN00001703,USR36969,MCH3491,Pharmacy,2026-03-13 00:00:00,2026-03-19 00:00:00,,6.0,1926.45,False,Service & Delivery Failure,User reports money deducted but merchant denies receiving payment.,Medium,IN_PROGRESS,Email,True
CBK0001694,TXN00051122,USR46938,MCH9841,Miscellaneous Retail,2026-03-02 00:00:00,2026-03-18 00:00:00,2026-03-25 00:00:00,16.0,348.47,False,Duplicate Debit & Billing,Customer says amount was debited twice.,Low,REJECTED,Email,False
CBK0000043,TXN00015200,USR15181,MCH4051,Miscellaneous Retail,2026-02-12 05:01:35,2026-02-15 00:00:00,2026-03-08 00:00:00,2.7905671296296295,13578.32,True,Duplicate Debit & Billing,complaint received after multiple failed attempts.,Low,RESOLVED,Ivr,True
CBK0002493,TXN00014670,USR79511,MCH9179,Grocery,2026-03-13 00:00:00,2026-03-19 00:00:00,2026-04-17 00:00:00,6.0,1969.23,False,Fraud & Account Takeover,Merchant service was not delivered after payment.,Medium,IN_PROGRESS,Ivr,True
CBK0002402,TXN00015883,USR71704,MCH9745,Miscellaneous Retail,2026-01-08 00:00:00,2026-01-19 00:00:00,,11.0,2183.47,False,Service & Delivery Failure,Suspicious high-value payment disputed by customer.,Medium,CLOSED,Call Center,True
CBK0000530,TXN00013623,USR83977,MCH7491,Grocery,2026-03-23 13:39:00,2026-03-25 00:00:00,2026-04-01 00:00:00,1.43125,5881.5,False,Duplicate Debit & Billing,Customer complaint text unclear due to poor call center notes.,High,REJECTED,Chatbot,True
CBK0001362,TXN00003264,USR32927,MCH3566,Grocery,2026-02-25 05:34:00,2026-02-28 00:00:00,2026-03-11 00:34:58,2.7680555555555557,1771.56,False,Service & Delivery Failure,User says UPI PIN was not entered by them.,High,IN_PROGRESS,Email,True
CBK0000844,TXN00012434,USR60718,MCH5451,Transportation,,2026-02-26 16:33:00,2026-03-09 00:00:00,,2898.89,False,Service & Delivery Failure,Customer says transaction was not authorized.,Medium,REJECTED,Chatbot,True
CBK0000560,,USR33142,MCH4991,Miscellaneous Retail,2026-03-07 20:06:00,2026-03-08 00:00:00,2026-03-11 00:00:00,0.1625,3235.8,False,Fraud & Account Takeover,Payment made to unknown merchant as per customer statement.,High,RESOLVED,Chatbot,False
CBK0001906,TXN00005849,USR68355,MCH6716,Miscellaneous Retail,2026-03-31 00:00:00,2026-04-02 04:29:55,2026-04-12 00:00:00,2.1874421296296296,-2213.96,False,Duplicate Debit & Billing,customer says amount was debited twice.,Medium,RESOLVED,Call Center,True
CBK0001073,TXN00004089,USR33934,MCH1529,Transportation,2026-01-25 00:00:00,2026-01-30 16:41:27,2026-02-12 00:00:00,5.6954513888888885,493.48,False,Customer General Dispute,Merchant service was not delivered after payment.,Low,RESOLVED,Call Center,True
CBK0000917,TXN00010215,USR71348,MCH2938,Hotel & Lodging,2026-01-22 00:00:00,2026-02-01 23:51:18,2026-02-28 00:00:00,10.993958333333333,6899.7,False,Service & Delivery Failure,User says UPI PIN was not entered by them.,Medium,IN_PROGRESS,Chatbot,True
CBK0001579,TXN00013935,USR67399,MCH5294,Pharmacy,2026-01-30 00:00:00,,2026-02-23 00:00:00,,1513.85,False,Duplicate Debit & Billing,User reports money deducted but merchant denies receiving payment.,Low,IN_PROGRESS,App,True
CBK0001324,TXN00002901,USR43702,MCH2167,Grocery,2026-03-19 00:00:00,2026-03-29 00:00:00,,10.0,668.0,False,Fraud & Account Takeover,Suspicious high-value payment disputed by customer.,Medium,IN_PROGRESS,Chatbot,True
CBK0001788,TXN00016160,USR74134,MCH4181,Miscellaneous Retail,2026-01-25 00:00:00,2026-02-05 04:45:43,2026-02-11 04:45:00,11.198414351851852,604.17,False,Duplicate Debit & Billing,User says UPI PIN was not entered by them.,Medium,CLOSED,Ivr,True
CBK0000717,TXN00011204,USR82688,MCH4181,Grocery,2026-03-04 00:00:00,,2026-03-19 06:54:31,,18885.92,True,Service & Delivery Failure,Customer says transaction was not authorized.,High,REJECTED,App,True
CBK0002271,TXN00012860,USR27755,MCH6850,Miscellaneous Retail,2026-01-27 00:00:00,2026-01-30 23:27:37,2026-02-10 23:27:37,3.977511574074074,4626.0,False,Fraud & Account Takeover,User reports money deducted but merchant denies receiving payment.,Low,IN_PROGRESS,App,True
CBK0002524,TXN00010461,USR72734,MCH2390,Restaurant,2026-03-14 02:52:00,,,,300.44,False,Duplicate Debit & Billing,Suspicious high-value payment disputed by customer.,Low,IN_PROGRESS,Ivr,True
CBK0000268,TXN00000069,USR16371,MCH5588,Transportation,2026-03-21 00:00:00,2026-03-20 00:00:00,2026-03-20 10:09:00,-1.0,985.19,False,Duplicate Debit & Billing,Merchant service was not delivered after payment.,Critical,IN_PROGRESS,Email,True
CBK0000025,TXN00018011,USR73468,MCH3488,Grocery,2026-01-18 21:37:05,2026-01-20 00:00:00,2026-02-12 00:00:00,1.0992476851851851,376.33,False,Customer General Dispute,COMPLAINT RECEIVED AFTER MULTIPLE FAILED ATTEMPTS.,High,REJECTED,Ivr,True
CBK0002252,TXN00018705,USR30837,MCH4857,Pharmacy,2026-02-13 09:40:00,2026-02-18 00:00:00,2026-02-19 00:00:00,4.597222222222222,325.69,False,Customer General Dispute,Customer says amount was debited twice.,Low,IN_PROGRESS,Email,True
CBK0001230,TXN00015088,USR49696,MCH6914,Transportation,2026-01-10 11:58:51,2026-01-18 00:00:00,2026-02-05 00:00:00,7.500798611111111,590.13,False,Service & Delivery Failure,user reports money deducted but merchant denies receiving payment.,Low,RESOLVED,Call Center,True
CBK0000725,TXN00001816,USR77595,MCH4624,Pharmacy,2026-02-03 00:00:00,2026-02-05 00:11:27,2026-02-15 00:00:00,2.007951388888889,506.82,False,Fraud & Account Takeover,Customer says transaction was not authorized.,High,RESOLVED,Chatbot,True
CBK0000871,TXN00014130,USR50013,MCH3815,Transportation,2026-02-24 14:55:00,2026-03-02 00:00:00,2026-03-04 00:00:00,5.378472222222222,6351.69,False,Fraud & Account Takeover,Customer says transaction was not authorized.,Medium,IN_PROGRESS,Chatbot,True
CBK0001638,TXN00016806,USR90476,MCH2266,Restaurant,2026-01-23 00:00:00,2026-01-23 08:43:25,2026-02-11 00:00:00,0.3634837962962963,754.9,False,Service & Delivery Failure,Suspicious high-value payment disputed by customer.,Medium,CLOSED,Call Center,True
CBK0001862,TXN00015119,USR29393,MCH2677,Restaurant,2026-01-29 00:00:00,,2026-02-25 00:00:00,,2069.0,False,Service & Delivery Failure,Customer says transaction was not authorized.,Low,REJECTED,Chatbot,True
CBK0000953,TXN00011579,USR13025,MCH7570,Pharmacy,2026-03-02 00:00:00,2026-03-18 00:00:00,2026-04-13 00:00:00,16.0,4186.0,False,Service & Delivery Failure,User claims account was compromised before transaction.,Critical,CLOSED,Chatbot,True
CBK0001597,TXN00014374,USR80134,MCH4854,Books & Stationery,2026-02-06 00:00:00,2026-02-06 00:00:00,,0.0,1445.01,False,Fraud & Account Takeover,Complaint received after multiple failed attempts.,Low,RESOLVED,Branch,True
CBK0000870,TXN00013994,USR44954,MCH7833,Transportation,,2026-02-11 00:00:00,2026-02-25 02:46:35,,522.4,False,Duplicate Debit & Billing,User says UPI PIN was not entered by them.,Medium,REJECTED,Ivr,True
CBK0000954,TXN00009961,USR59679,MCH7079,Pharmacy,2026-03-14 09:02:40,2026-03-16 00:00:00,2026-04-12 00:00:00,1.6231481481481482,983.39,False,Customer General Dispute,Merchant service was not delivered after payment.,Low,IN_PROGRESS,Ivr,True
CBK0001048,TXN00006989,USR32480,MCH4181,Grocery,2026-03-31 00:00:00,2026-04-02 00:00:00,2026-04-27 00:00:00,2.0,1796.19,False,Fraud & Account Takeover,Suspicious high-value payment disputed by customer.,Medium,IN_PROGRESS,Ivr,True
CBK0001910,TXN00015728,USR83310,MCH3536,Hotel & Lodging,2026-01-24 00:00:00,2026-01-28 00:00:00,2026-02-06 18:00:46,4.0,791.9,False,Fraud & Account Takeover,Customer complaint text unclear due to poor call center notes.,Low,REJECTED,Email,True
CBK0000098,TXN00003777,USR36855,MCH7866,Pharmacy,2026-01-12 00:00:00,2026-01-14 00:00:00,2026-01-17 20:23:00,2.0,177.16,False,Service & Delivery Failure,Customer complaint text unclear due to poor call center notes.,Medium,IN_PROGRESS,App,True
CBK0002471,TXN00004346,USR67181,MCH1914,Grocery,2026-01-27 00:00:00,2026-02-02 03:10:00,,6.131944444444445,2582.05,False,Fraud & Account Takeover,Suspicious high-value payment disputed by customer.,Low,REJECTED,Call Center,True
